amount,location,transactions_last_hour,is_new_device,is_new_location,fraud
46517.79,Chennai,6,0,1,1
35867.72,Guntur,1,1,0,0
38630.04,Delhi,7,1,0,1
316.45,Vijayawada,0,1,1,0
34621.7,Pune,2,0,0,0
32910.34,Pune,9,1,1,1
48977.09,Mumbai,3,1,1,1
48527.53,Pune,7,0,0,0
30165.97,Chennai,8,1,1,1
10124.37,Vijayawada,9,1,1,1
49068.64,Guntur,10,0,1,1
38062.67,Bangalore,8,1,1,1
43886.11,Hyderabad,6,0,0,0
19105.43,Bangalore,0,0,0,0
37534.23,Vijayawada,2,1,1,1
41985.15,Mumbai,4,0,0,0
40719.91,Chennai,1,0,1,0
25595.02,Pune,4,0,1,0
20886.66,Hyderabad,10,1,0,1
37209.13,Mumbai,3,1,0,0
37779.87,Bangalore,8,0,0,0
22495.86,Vijayawada,10,0,0,0
36780.47,Pune,1,1,0,0
14027.7,Bangalore,4,0,0,0
381.69,Vijayawada,7,0,0,0
46438.55,Delhi,9,0,1,1
39516.42,Mumbai,8,1,0,1
26317.21,Pune,2,0,0,0
27199.7,Chennai,6,0,1,1
44181.5,Mumbai,10,1,1,1
14749.36,Guntur,9,1,0,1
33480.03,Hyderabad,7,0,0,0
34159.31,Pune,5,1,0,1
12903.87,Delhi,4,0,1,0
24391.55,Guntur,4,0,1,0
47415.77,Chennai,2,0,0,0
33549.72,Chennai,3,1,0,0
26933.94,Hyderabad,6,0,0,0
23015.34,Guntur,5,0,0,0
2807.98,Bangalore,4,0,0,0
20440.88,Mumbai,7,1,1,1
942.86,Guntur,10,0,0,0
37822.43,Mumbai,9,0,0,0
46409.58,Guntur,1,1,1,1
14147.72,Hyderabad,7,1,1,1
23751.99,Pune,8,0,0,0
39858.84,Bangalore,8,1,0,1
33896.72,Vijayawada,10,1,0,1
6249.43,Bangalore,0,1,0,0
10581.64,Vijayawada,5,0,1,1
8131.62,Guntur,3,1,0,0
9149.76,Guntur,9,0,1,0
14603.57,Chennai,1,1,0,0
36306.9,Vijayawada,7,1,1,1
33597.65,Guntur,3,0,1,0
45015.92,Mumbai,5,1,1,1
30855.49,Mumbai,4,0,1,0
47937.08,Chennai,2,0,1,0
39304.44,Mumbai,10,1,1,1
6801.86,Delhi,5,1,1,1
18001.21,Vijayawada,4,1,0,0
32313.03,Chennai,1,1,0,0
13235.41,Hyderabad,10,0,0,0
42494.4,Chennai,10,0,1,1
45324.55,Vijayawada,8,1,1,1
18354.35,Delhi,3,1,0,0
25106.05,Hyderabad,1,1,1,1
33167.66,Delhi,9,0,0,0
8045.2,Mumbai,9,0,1,0
2116.95,Bangalore,7,0,0,0
18534.82,Pune,0,0,1,0
23536.74,Mumbai,7,0,0,0
5250.93,Vijayawada,8,1,1,1
18895.31,Bangalore,6,1,0,1
18878.81,Mumbai,3,1,1,1
24394.39,Delhi,7,0,0,0
8363.73,Vijayawada,1,1,0,0
9426.59,Pune,5,0,0,0
40577.51,Delhi,1,1,1,1
10614.13,Chennai,2,1,0,0
2252.9,Hyderabad,9,0,0,0
44550.8,Bangalore,2,0,0,0
46130.1,Bangalore,8,1,0,1
47367.97,Delhi,3,1,1,1
8611.28,Bangalore,6,0,0,0
8469.31,Guntur,10,1,1,1
11567.71,Hyderabad,6,0,0,0
10197.19,Guntur,8,1,0,1
8953.37,Guntur,9,0,0,0
24163.82,Pune,2,0,1,0
18581.83,Delhi,0,1,0,0
39498.82,Pune,6,1,0,1
6780.77,Bangalore,7,0,0,0
29954.79,Chennai,8,1,1,1
372.93,Pune,0,0,0,0
32761.85,Guntur,5,1,1,1
7823.45,Pune,10,1,1,1
28277.04,Chennai,9,1,1,1
20720.09,Mumbai,8,1,0,1
27998.78,Mumbai,7,1,1,1
38732.3,Chennai,6,0,0,0
22385.08,Pune,2,0,0,0
39325.45,Pune,8,0,0,0
48232.06,Delhi,0,0,0,0
46300.5,Bangalore,6,0,0,0
11166.34,Pune,1,0,1,0
30736.88,Vijayawada,8,1,0,1
32050.54,Bangalore,7,0,0,0
9817.85,Hyderabad,9,0,0,0
18051.03,Guntur,10,0,0,0
49841.18,Pune,6,1,1,1
29345.4,Guntur,8,0,0,0
27524.67,Bangalore,8,1,1,1
11392.15,Hyderabad,3,1,1,1
13129.26,Bangalore,6,0,0,0
17064.3,Delhi,1,1,1,1
48306.17,Mumbai,9,1,0,1
48065.81,Delhi,7,1,0,1
5901.79,Chennai,1,1,0,0
40028.05,Bangalore,6,1,0,1
12488.05,Guntur,1,1,1,1
27772.12,Mumbai,2,1,1,1
11006.45,Chennai,9,1,0,1
25000.07,Bangalore,3,0,0,0
10418.25,Vijayawada,3,0,1,0
38969.03,Hyderabad,1,0,1,0
38235.79,Mumbai,8,0,1,1
31071.31,Vijayawada,7,1,1,1
49221.29,Chennai,8,1,1,1
37533.45,Delhi,2,0,1,0
46988.76,Vijayawada,0,1,1,1
22914.08,Hyderabad,1,1,1,1
689.82,Mumbai,3,1,0,0
18143.96,Chennai,4,0,1,0
13543.47,Vijayawada,9,1,1,1
24988.62,Mumbai,3,1,1,1
42730.87,Vijayawada,4,1,0,0
48965.7,Bangalore,10,0,0,0
40223.97,Chennai,8,1,1,1
7377.6,Vijayawada,2,1,0,0
21133.88,Bangalore,2,1,1,1
12623.6,Guntur,9,0,1,1
34558.1,Delhi,0,0,1,0
41964.69,Bangalore,1,1,1,1
18112.0,Hyderabad,8,1,1,1
20646.87,Bangalore,5,0,0,0
17819.94,Guntur,10,1,1,1
19115.44,Vijayawada,4,1,0,0
32064.97,Guntur,5,1,1,1
4047.69,Mumbai,5,0,1,0
32685.35,Delhi,4,1,1,1
39070.6,Vijayawada,5,1,1,1
9275.92,Bangalore,0,0,0,0
47027.82,Pune,1,0,0,0
5240.16,Hyderabad,1,1,0,0
38569.59,Bangalore,8,0,0,0
30943.3,Chennai,1,1,1,1
12445.09,Vijayawada,4,1,0,0
26384.44,Mumbai,2,0,0,0
43032.4,Bangalore,5,1,1,1
27472.41,Pune,2,0,1,0
26220.64,Delhi,10,1,1,1
27029.44,Mumbai,1,1,1,1
20668.97,Hyderabad,2,1,0,0
26213.48,Delhi,2,1,1,1
26801.43,Hyderabad,7,1,1,1
38316.87,Mumbai,4,0,0,0
9509.69,Chennai,8,1,1,1
8247.15,Chennai,10,1,1,1
13222.72,Bangalore,6,0,1,1
32458.01,Chennai,8,1,1,1
42688.75,Guntur,2,0,1,0
31880.95,Delhi,9,1,1,1
9470.69,Hyderabad,0,0,0,0
9378.29,Vijayawada,1,1,1,0
35788.28,Vijayawada,0,0,0,0
834.77,Bangalore,3,1,1,0
39307.69,Hyderabad,7,1,1,1
16579.41,Pune,2,0,1,0
3662.1,Bangalore,7,0,0,0
40880.81,Pune,0,0,0,0
38584.14,Chennai,7,0,0,0
23095.65,Pune,1,0,1,0
34103.97,Hyderabad,4,1,0,0
37261.76,Delhi,8,0,1,1
31962.15,Chennai,3,1,0,0
48666.38,Hyderabad,3,1,1,1
8451.28,Chennai,4,0,1,0
545.6,Mumbai,0,1,0,0
38562.77,Guntur,3,0,1,0
34328.64,Mumbai,5,0,0,0
32264.29,Delhi,8,0,0,0
11710.46,Chennai,8,1,1,1
1165.51,Bangalore,6,1,0,0
44943.29,Delhi,7,1,1,1
9569.81,Delhi,2,1,1,0
13838.69,Vijayawada,9,0,0,0
22524.27,Hyderabad,4,1,1,1
38818.3,Hyderabad,8,1,0,1
31024.76,Guntur,5,0,1,1
32948.64,Delhi,8,1,0,1
38310.13,Pune,2,1,1,1
32081.11,Hyderabad,1,0,0,0
41776.15,Chennai,2,0,0,0
5442.05,Pune,3,0,0,0
32930.27,Mumbai,8,1,0,1
11114.07,Delhi,1,0,0,0
46427.35,Mumbai,1,1,0,0
27945.19,Bangalore,6,1,0,1
26498.14,Chennai,1,1,0,0
48033.28,Pune,1,0,0,0
9554.07,Pune,8,0,0,0
37330.81,Pune,10,1,1,1
44152.92,Mumbai,2,0,1,0
32910.84,Mumbai,8,1,1,1
27549.06,Pune,5,1,1,1
41325.13,Pune,5,0,0,0
38308.84,Delhi,4,1,1,1
47995.24,Hyderabad,0,0,1,0
25928.71,Chennai,4,0,1,0
10819.66,Vijayawada,5,0,1,1
4804.93,Vijayawada,7,1,0,0
13322.91,Bangalore,9,0,0,0
40572.6,Guntur,1,1,0,0
36206.67,Guntur,7,0,1,1
29802.04,Guntur,4,0,1,0
39028.08,Pune,5,1,1,1
46519.28,Pune,1,0,0,0
2800.98,Vijayawada,8,0,1,0
16408.9,Pune,3,0,0,0
48554.91,Pune,9,0,0,0
14560.17,Mumbai,6,0,0,0
4219.0,Bangalore,9,0,1,0
4345.44,Vijayawada,8,1,0,0
24098.03,Chennai,3,1,1,1
28102.26,Guntur,8,0,0,0
13386.23,Guntur,6,1,0,1
33620.2,Chennai,6,1,1,1
16104.84,Vijayawada,9,0,1,1
49383.83,Delhi,9,1,0,1
2339.39,Vijayawada,3,0,1,0
37910.92,Chennai,1,0,0,0
47452.15,Mumbai,2,1,0,0
34720.38,Delhi,1,1,1,1
1235.13,Bangalore,3,0,0,0
27485.12,Pune,9,0,0,0
29191.95,Vijayawada,10,0,1,1
3099.49,Delhi,3,1,0,0
32772.42,Bangalore,0,0,1,0
33182.78,Hyderabad,10,1,0,1
14695.53,Pune,10,1,0,1
25476.16,Guntur,1,1,1,1
9402.23,Hyderabad,8,1,0,0
12444.87,Delhi,8,1,1,1
19730.65,Mumbai,2,0,1,0
17833.37,Hyderabad,4,0,1,0
31327.04,Chennai,6,0,1,1
7670.24,Pune,6,0,0,0
26083.82,Chennai,10,0,1,1
28687.64,Delhi,6,1,1,1
27157.46,Vijayawada,3,0,0,0
15519.02,Vijayawada,8,0,1,1
32845.96,Guntur,9,0,1,1
27911.28,Vijayawada,1,0,1,0
36381.27,Bangalore,5,1,1,1
22205.92,Chennai,10,1,0,1
5427.89,Chennai,2,0,1,0
29858.4,Guntur,3,0,1,0
34438.25,Mumbai,7,0,1,1
9280.43,Vijayawada,6,1,1,1
8272.94,Hyderabad,3,0,1,0
46279.21,Chennai,6,0,0,0
3400.2,Delhi,7,1,1,1
44390.59,Pune,6,1,0,1
36038.03,Delhi,6,0,0,0
22899.33,Hyderabad,0,0,1,0
27929.28,Bangalore,8,0,0,0
22033.74,Vijayawada,4,1,1,1
21180.86,Delhi,9,0,0,0
41511.69,Vijayawada,7,0,0,0
38958.68,Pune,8,0,1,1
16240.7,Chennai,0,0,1,0
44139.17,Vijayawada,1,1,1,1
35946.9,Delhi,1,0,0,0
31740.21,Pune,1,1,0,0
27562.26,Vijayawada,0,0,1,0
8189.99,Pune,2,0,0,0
15472.3,Guntur,7,1,0,1
44937.24,Hyderabad,3,0,1,0
22986.27,Chennai,7,0,1,1
10922.0,Pune,10,1,1,1
22149.58,Bangalore,9,0,0,0
31026.33,Vijayawada,8,0,0,0
7497.98,Vijayawada,10,1,0,0
42706.08,Guntur,10,1,1,1
2546.67,Bangalore,6,0,0,0
30593.38,Mumbai,9,0,1,1
46580.84,Mumbai,1,1,1,1
44886.74,Bangalore,1,1,0,0
23593.76,Pune,1,1,1,1
26279.85,Guntur,3,0,0,0
24234.78,Mumbai,9,1,1,1
13057.04,Delhi,9,1,0,1
26033.32,Vijayawada,10,1,1,1
44194.82,Hyderabad,3,1,0,0
5998.54,Pune,7,0,0,0
20760.65,Hyderabad,5,1,0,1
32066.85,Bangalore,4,1,0,0
15084.17,Guntur,8,1,0,1
34323.21,Vijayawada,5,1,0,1
9781.38,Hyderabad,5,1,1,1
32318.05,Mumbai,7,0,1,1
23177.26,Mumbai,6,0,1,1
27803.34,Mumbai,0,0,1,0
3404.03,Mumbai,2,1,0,0
49182.58,Vijayawada,10,0,1,1
29800.07,Bangalore,4,1,0,0
20752.09,Delhi,7,0,1,1
41489.93,Vijayawada,4,0,1,0
5700.34,Delhi,0,0,0,0
25349.14,Mumbai,7,0,0,0
46189.47,Vijayawada,8,1,1,1
38497.12,Hyderabad,1,0,0,0
23022.48,Bangalore,8,0,0,0
46623.63,Delhi,10,0,1,1
44470.38,Bangalore,1,1,0,0
31978.66,Chennai,3,1,0,0
14399.71,Guntur,8,1,1,1
13705.44,Hyderabad,2,1,0,0
47919.07,Mumbai,8,0,0,0
27513.35,Chennai,4,0,1,0
8646.62,Hyderabad,4,1,1,0
6590.69,Pune,7,0,0,0
2784.61,Delhi,6,1,0,0
30854.14,Guntur,4,1,0,0
48686.73,Delhi,7,0,0,0
4953.42,Chennai,4,1,1,0
47377.67,Pune,2,1,1,1
9249.32,Delhi,10,1,1,1
24426.59,Mumbai,1,1,0,0
23984.74,Vijayawada,2,1,1,1
25446.69,Guntur,6,0,1,1
39642.3,Pune,8,1,1,1
12004.91,Pune,3,0,1,0
3396.39,Mumbai,3,1,1,0
27271.89,Delhi,3,0,0,0
5804.71,Guntur,9,1,1,1
41118.95,Guntur,2,1,1,1
29953.13,Delhi,10,1,1,1
32284.96,Vijayawada,0,0,0,0
44374.35,Vijayawada,10,0,0,0
22703.42,Chennai,4,1,1,1
10362.52,Pune,5,1,1,1
35917.78,Pune,5,0,0,0
42397.07,Hyderabad,4,0,1,0
142.08,Bangalore,8,1,0,0
43297.41,Mumbai,3,1,1,1
35617.51,Chennai,6,1,1,1
33158.13,Pune,7,0,0,0
42182.05,Bangalore,5,1,0,1
49873.06,Hyderabad,10,0,0,0
3680.13,Pune,0,0,1,0
48751.25,Pune,2,0,0,0
43021.62,Delhi,9,1,0,1
25519.8,Mumbai,8,1,1,1
11364.47,Chennai,6,0,1,1
35635.29,Hyderabad,4,1,1,1
48913.85,Guntur,9,1,1,1
29055.41,Delhi,1,0,1,0
25895.78,Delhi,8,0,0,0
31570.08,Hyderabad,10,0,1,1
45188.91,Delhi,8,0,1,1
25681.89,Mumbai,7,1,1,1
48033.01,Hyderabad,4,1,0,0
34783.05,Hyderabad,9,1,1,1
31502.07,Bangalore,9,0,0,0
40463.9,Delhi,9,0,1,1
4217.26,Bangalore,8,0,1,0
6713.68,Hyderabad,4,1,1,0
37097.32,Delhi,9,0,0,0
18551.36,Delhi,2,1,0,0
9122.38,Guntur,8,0,1,0
48370.55,Pune,9,0,1,1
38541.35,Chennai,3,1,0,0
28930.09,Guntur,5,0,1,1
2720.91,Bangalore,7,1,1,1
23865.69,Pune,8,0,1,1
23782.02,Bangalore,2,1,0,0
46368.4,Hyderabad,7,1,1,1
4958.48,Bangalore,8,1,1,1
16814.87,Pune,4,0,1,0
23109.32,Mumbai,10,0,0,0
33918.14,Hyderabad,2,1,0,0
41601.31,Guntur,0,1,0,0
34306.43,Bangalore,5,0,1,1
9734.67,Chennai,0,0,0,0
47529.4,Guntur,10,0,0,0
42836.4,Guntur,2,1,0,0
34813.12,Guntur,4,1,1,1
31975.15,Bangalore,4,1,1,1
8182.1,Pune,1,1,0,0
19490.66,Vijayawada,0,1,1,1
22084.68,Vijayawada,7,0,1,1
32309.61,Chennai,1,0,1,0
30736.92,Guntur,1,1,1,1
1839.56,Hyderabad,1,1,1,0
44835.97,Pune,2,0,0,0
13395.18,Delhi,5,1,0,1
23959.16,Hyderabad,6,0,0,0
19282.75,Mumbai,7,0,1,1
34123.6,Mumbai,6,0,0,0
26777.85,Bangalore,5,0,1,1
32424.85,Chennai,2,0,1,0
15013.63,Delhi,6,0,1,1
4334.64,Vijayawada,10,1,0,0
1881.34,Pune,0,0,1,0
3243.33,Delhi,8,1,1,1
48332.05,Hyderabad,0,0,1,0
16952.16,Chennai,0,1,0,0
40374.47,Chennai,10,1,0,1
46248.31,Hyderabad,0,0,1,0
23613.86,Vijayawada,9,0,0,0
816.82,Guntur,10,0,1,0
22863.61,Guntur,2,0,0,0
24907.46,Chennai,9,0,0,0
21367.95,Guntur,10,1,1,1
48795.08,Chennai,9,0,1,1
38234.97,Guntur,9,0,1,1
6125.2,Mumbai,2,1,0,0
27715.05,Vijayawada,7,0,0,0
5088.4,Hyderabad,10,1,0,0
43993.38,Vijayawada,1,0,0,0
46314.23,Delhi,10,1,1,1
34648.68,Delhi,3,0,1,0
20660.36,Delhi,2,0,0,0
30641.29,Pune,1,1,1,1
328.05,Guntur,3,0,0,0
30984.15,Chennai,8,0,1,1
13893.69,Delhi,3,0,0,0
24925.99,Mumbai,2,0,0,0
14324.72,Delhi,6,1,1,1
2261.54,Hyderabad,0,0,0,0
24304.56,Delhi,1,0,0,0
29676.06,Mumbai,5,1,0,1
11580.16,Guntur,1,1,0,0
11932.21,Chennai,6,0,1,1
3769.13,Pune,9,1,0,0
7332.57,Pune,9,1,0,0
18736.91,Bangalore,7,0,1,1
10190.32,Bangalore,2,0,0,0
6911.42,Vijayawada,7,1,1,1
38040.95,Vijayawada,3,1,0,0
28948.26,Pune,8,0,0,0
42862.99,Delhi,7,0,1,1
14030.63,Mumbai,6,0,0,0
21769.01,Pune,3,0,0,0
49011.18,Pune,0,1,0,0
26602.97,Delhi,7,0,1,1
12101.52,Chennai,8,0,1,1
6722.33,Hyderabad,4,0,0,0
24041.17,Hyderabad,4,0,1,0
48823.4,Vijayawada,7,0,1,1
39513.95,Guntur,5,1,0,1
19305.48,Pune,5,0,1,1
37669.11,Mumbai,9,0,0,0
36814.46,Guntur,0,1,0,0
19209.45,Mumbai,7,0,1,1
8845.84,Vijayawada,8,0,0,0
49064.46,Chennai,3,0,1,0
37683.36,Bangalore,3,1,1,1
25227.94,Guntur,6,1,0,1
18703.41,Delhi,7,1,0,1
35520.28,Mumbai,10,1,1,1
40015.2,Guntur,1,0,1,0
4100.5,Guntur,2,1,0,0
8321.83,Vijayawada,1,0,1,0
43762.16,Pune,8,0,1,1
48481.77,Mumbai,8,0,1,1
21064.49,Chennai,10,0,1,1
3241.18,Mumbai,3,1,1,0
32822.45,Delhi,5,1,1,1
15273.71,Bangalore,2,1,0,0
11416.42,Vijayawada,5,1,0,1
17720.73,Bangalore,7,0,0,0
9195.8,Chennai,2,0,0,0
5934.18,Bangalore,5,0,1,0
18546.64,Mumbai,3,0,1,0
7482.42,Guntur,7,0,1,0
46029.66,Delhi,6,1,0,1
46397.78,Bangalore,2,0,1,0
23748.14,Mumbai,4,0,1,0
34488.43,Guntur,7,0,0,0
15473.3,Mumbai,6,0,1,1
4714.81,Bangalore,0,0,0,0
9866.21,Pune,1,1,0,0
9803.06,Pune,5,0,1,0
7482.5,Mumbai,6,1,1,1
708.32,Delhi,5,1,1,1
43727.66,Pune,1,0,1,0
40203.91,Pune,4,0,1,0
7064.43,Chennai,9,0,0,0
15231.23,Pune,8,1,0,1
4513.57,Vijayawada,6,1,1,1
27835.11,Vijayawada,9,0,0,0
41630.96,Bangalore,4,1,0,0
41745.8,Chennai,4,1,1,1
1439.32,Bangalore,0,0,1,0
47805.73,Bangalore,10,1,0,1
20916.12,Guntur,7,0,0,0
38259.45,Delhi,7,0,1,1
28322.17,Mumbai,4,1,0,0
25675.04,Vijayawada,9,0,1,1
29124.56,Vijayawada,2,1,1,1
17933.53,Pune,0,1,1,1
31848.73,Bangalore,5,0,1,1
26527.66,Guntur,1,0,0,0
29978.25,Bangalore,2,1,1,1
13645.8,Vijayawada,5,0,1,1
743.59,Delhi,8,1,1,1
20658.53,Vijayawada,2,0,0,0
25218.81,Delhi,3,0,1,0
45809.95,Delhi,1,0,0,0
17475.67,Mumbai,5,0,1,1
8693.14,Chennai,4,0,0,0
6522.85,Vijayawada,2,0,1,0
10571.07,Guntur,1,1,0,0
1038.44,Chennai,7,1,0,0
5480.09,Guntur,10,0,1,0
45435.61,Hyderabad,0,0,1,0
37752.06,Vijayawada,1,0,0,0
33562.97,Bangalore,0,0,0,0
47444.7,Chennai,5,1,0,1
25294.97,Chennai,1,0,0,0
35819.0,Guntur,4,0,0,0
46219.18,Vijayawada,8,1,1,1
22039.32,Pune,1,0,1,0
21262.18,Guntur,8,0,1,1
38094.33,Guntur,5,0,1,1
26034.41,Hyderabad,7,1,1,1
4204.17,Bangalore,7,0,1,0
22901.59,Pune,4,1,0,0
14600.41,Delhi,6,0,0,0
46960.19,Delhi,5,0,0,0
33637.56,Guntur,6,1,0,1
7254.04,Guntur,6,0,0,0
18249.13,Pune,3,1,0,0
6225.83,Bangalore,6,1,1,1
37839.52,Delhi,10,1,1,1
33367.18,Vijayawada,6,1,1,1
38423.18,Delhi,1,0,1,0
24913.96,Guntur,10,0,0,0
36916.14,Vijayawada,1,1,0,0
19193.39,Bangalore,10,1,0,1
31136.14,Delhi,1,0,1,0
10176.39,Bangalore,10,1,1,1
27167.66,Pune,8,0,0,0
44018.27,Mumbai,1,1,1,1
42658.43,Hyderabad,7,1,0,1
8925.77,Delhi,10,1,0,0
21590.99,Guntur,4,1,1,1
28485.88,Vijayawada,7,1,1,1
25383.58,Pune,6,1,1,1
30885.29,Hyderabad,5,1,1,1
1504.53,Mumbai,0,0,1,0
40496.72,Pune,9,0,1,1
4957.77,Mumbai,5,1,1,1
2916.82,Bangalore,3,0,0,0
29667.33,Mumbai,1,1,0,0
8571.98,Delhi,8,1,0,0
32922.61,Hyderabad,6,1,1,1
34828.33,Pune,9,0,1,1
28560.64,Guntur,5,0,1,1
34574.11,Mumbai,3,1,1,1
8414.7,Chennai,4,1,1,0
24897.89,Bangalore,1,0,1,0
2471.81,Guntur,9,1,0,0
35913.57,Bangalore,9,0,1,1
3456.76,Chennai,8,1,1,1
17431.09,Pune,1,1,1,1
33206.49,Pune,5,0,1,1
12638.11,Hyderabad,8,1,0,1
31429.41,Chennai,8,0,1,1
33074.23,Hyderabad,7,1,1,1
26161.25,Chennai,5,1,0,1
7608.59,Pune,10,1,1,1
16000.79,Bangalore,1,0,1,0
41203.16,Chennai,10,0,1,1
20352.71,Hyderabad,1,0,0,0
12354.77,Pune,4,1,1,1
21158.75,Bangalore,0,0,0,0
6907.89,Hyderabad,4,1,0,0
48192.97,Guntur,7,0,0,0
15763.85,Mumbai,4,0,1,0
33616.44,Chennai,1,1,0,0
5685.42,Delhi,8,0,1,0
44239.79,Mumbai,3,0,1,0
41633.47,Chennai,6,0,1,1
7299.47,Delhi,2,0,1,0
20477.94,Mumbai,9,0,1,1
35010.92,Delhi,1,1,1,1
34168.65,Delhi,4,0,1,0
35811.99,Hyderabad,4,0,0,0
34565.05,Pune,10,0,1,1
15532.5,Delhi,5,0,0,0
19484.7,Guntur,6,1,1,1
46822.49,Vijayawada,3,1,0,0
45802.95,Hyderabad,10,1,1,1
13774.42,Pune,1,1,1,1
46332.21,Vijayawada,5,1,0,1
34954.26,Pune,8,0,1,1
30145.59,Hyderabad,8,1,1,1
38122.57,Vijayawada,10,0,1,1
253.48,Guntur,3,1,1,0
5630.33,Mumbai,3,0,1,0
22629.35,Mumbai,2,1,0,0
39996.48,Mumbai,3,0,1,0
9176.27,Hyderabad,6,0,0,0
46163.31,Delhi,10,0,0,0
9993.48,Pune,2,0,1,0
30059.6,Vijayawada,2,0,1,0
47367.45,Delhi,1,0,1,0
41380.15,Chennai,7,0,0,0
9608.15,Pune,4,1,1,0
6596.95,Chennai,3,0,1,0
20974.72,Bangalore,6,0,0,0
48808.8,Mumbai,3,1,0,0
29186.86,Hyderabad,10,1,0,1
23497.19,Pune,5,1,0,1
35451.81,Guntur,9,1,0,1
27894.3,Delhi,0,1,0,0
45420.5,Bangalore,9,0,0,0
25276.65,Mumbai,6,1,1,1
6698.69,Bangalore,8,0,0,0
8576.34,Vijayawada,7,1,1,1
4573.43,Bangalore,8,1,0,0
5930.42,Bangalore,0,0,1,0
37416.39,Bangalore,6,1,1,1
25896.94,Delhi,6,0,1,1
38207.4,Chennai,2,1,0,0
7516.18,Delhi,3,0,0,0
13085.18,Delhi,7,1,0,1
2135.51,Delhi,5,1,1,1
5713.3,Guntur,2,0,1,0
10266.31,Bangalore,4,0,0,0
28206.04,Vijayawada,10,0,0,0
20879.31,Guntur,1,0,1,0
44379.65,Pune,0,1,0,0
18740.56,Hyderabad,1,1,0,0
4145.06,Bangalore,10,1,1,1
29750.79,Delhi,0,1,0,0
16313.28,Hyderabad,9,0,0,0
40097.74,Guntur,4,1,0,0
27403.1,Pune,9,1,0,1
12832.68,Hyderabad,3,1,0,0
42632.06,Bangalore,2,1,1,1
32393.68,Bangalore,10,0,0,0
24593.17,Mumbai,6,1,0,1
33309.46,Delhi,5,0,1,1
44282.11,Guntur,7,1,1,1
37848.88,Pune,5,0,1,1
4738.08,Chennai,8,1,1,1
32415.77,Bangalore,2,1,0,0
23464.14,Vijayawada,1,1,1,1
49210.89,Pune,10,1,0,1
14844.53,Guntur,0,0,0,0
25581.51,Bangalore,6,0,1,1
17837.34,Guntur,9,0,0,0
37051.76,Pune,7,0,0,0
2358.41,Delhi,6,1,1,1
37891.98,Vijayawada,7,1,1,1
10632.31,Pune,1,1,0,0
26765.36,Hyderabad,0,1,0,0
8669.59,Delhi,7,1,1,1
15209.72,Bangalore,9,1,1,1
4472.99,Guntur,2,0,0,0
40816.81,Delhi,3,0,0,0
32466.3,Chennai,10,0,1,1
4396.07,Pune,7,0,1,0
1188.66,Delhi,2,0,1,0
23627.31,Bangalore,7,0,0,0
28514.58,Hyderabad,6,0,1,1
5222.91,Bangalore,6,1,1,1
1947.16,Chennai,6,1,1,1
35743.09,Mumbai,8,0,1,1
27707.46,Guntur,4,1,1,1
24789.96,Pune,10,1,1,1
1138.27,Mumbai,4,0,1,0
21961.72,Delhi,8,0,1,1
6644.81,Mumbai,4,1,1,0
39819.04,Guntur,2,0,1,0
33386.12,Vijayawada,2,0,0,0
30326.88,Bangalore,1,1,1,1
11812.47,Mumbai,8,0,0,0
44057.21,Hyderabad,5,0,0,0
40360.1,Chennai,5,1,0,1
6122.33,Mumbai,3,1,1,0
39265.8,Guntur,0,1,0,0
35349.61,Guntur,7,1,0,1
39104.45,Guntur,9,0,0,0
8435.61,Vijayawada,1,0,1,0
36444.63,Vijayawada,7,1,0,1
32389.94,Chennai,5,0,0,0
22011.51,Delhi,6,0,0,0
17131.87,Bangalore,8,0,0,0
18684.57,Vijayawada,6,1,0,1
37684.99,Vijayawada,8,1,0,1
40108.26,Mumbai,6,1,1,1
47192.64,Guntur,7,0,0,0
4330.43,Pune,5,1,0,0
3167.27,Bangalore,0,0,0,0
21023.33,Mumbai,10,1,1,1
494.32,Delhi,4,0,1,0
32229.58,Pune,8,1,1,1
38792.48,Mumbai,4,0,0,0
19560.68,Guntur,2,1,0,0
25632.41,Hyderabad,4,1,0,0
1491.77,Bangalore,8,1,0,0
36352.81,Mumbai,8,0,0,0
13061.85,Hyderabad,8,1,0,1
37852.34,Hyderabad,1,1,1,1
22712.04,Bangalore,3,0,1,0
14298.32,Chennai,9,0,1,1
5350.82,Delhi,8,0,1,0
4989.59,Guntur,6,1,0,0
3203.46,Delhi,2,1,0,0
3995.83,Bangalore,10,1,1,1
29256.76,Delhi,10,1,1,1
36612.68,Vijayawada,6,0,0,0
24289.74,Chennai,7,0,0,0
22826.08,Guntur,0,0,1,0
30119.85,Mumbai,6,0,0,0
28631.06,Mumbai,0,0,0,0
15315.74,Delhi,5,1,1,1
1496.09,Hyderabad,2,0,1,0
46847.35,Vijayawada,4,1,0,0
40974.34,Mumbai,7,0,0,0
3471.47,Bangalore,0,1,1,0
28331.62,Vijayawada,5,1,1,1
38121.37,Delhi,8,1,1,1
7534.23,Pune,5,0,1,0
11717.83,Delhi,6,1,0,1
36822.05,Hyderabad,10,0,0,0
28642.54,Chennai,4,0,0,0
47762.9,Delhi,8,0,0,0
25181.68,Hyderabad,0,0,0,0
13820.63,Guntur,3,0,1,0
40365.36,Hyderabad,9,1,1,1
24624.5,Vijayawada,0,1,1,1
20805.33,Bangalore,8,1,1,1
4642.15,Vijayawada,1,0,1,0
9215.18,Pune,1,0,1,0
33962.57,Hyderabad,0,1,0,0
